source_provider,query,provider_mix,news_count,unique_source_count,positive_keyword_count,negative_keyword_count,risk_keyword_count,rumor_noise_keyword_count,attention_keyword_count,news_attention_score,rumor_noise_score,news_risk_score,top_titles
google_news_rss,000760,google_news_rss,4,1,0,2,2,1,1,6,2,6,"이화산업(000760) - 매일경제 마켓 | 대성산업, 상한가 진입.. +29.97% ↑ - 서울경제 | 상한가(11월28일), 11월 마지막 주 '불기둥' 종목은?? : 네이버 블로그 - Naver Blog"
google_news_rss,000950,google_news_rss,5,1,2,2,1,1,1,9,2,4,"전방 (000950) - 씽크풀 AI | 인피니티, 364마력 하이브리드 Q50S 에센스 출시 - 연합뉴스 | 전방, 상승출발 후 꾸준히 올라 10.1%↑... 차트 하락세 중 상승 전환 - 뉴스핌"
google_news_rss,010130,google_news_rss,5,1,0,2,2,1,1,7,2,6,"고려아연, 깜짝실적.. '매수' - 씽크풀 AI | MBK ""고려아연 임시주총 자료에 허위사실""…법적 대응 예고(종합2보) - 연합뉴스 | MBK ""고려아연 임시주총 자료에 허위사실""…형사고발 예고 - 인포스탁데일리"
google_news_rss,013720,google_news_rss,5,1,1,2,2,0,0,6,0,6,"[실적속보]청보, 올해 2Q 영업이익 급증 10.1억원... 전년동기比 251%↑ (연결) - 씽크풀 AI | 배진한 등기이사, 청보 주식 4만주 매수로 지분율 6.54%로 증가 - 디지털투데이 | 청보(013720) - 매일경제 마켓"
google_news_rss,017810,google_news_rss,5,1,1,2,2,0,0,6,0,6,"풀무원식품, 강남구 1인가구센터와 '식생활 클래스' 운영 맞손 - 연합뉴스 | 풀무원, 2분기 영업익 246억원…전년比 26% 증가(1보) - v.daum.net | 풀무원푸드머스, 저소득 영유아 가정에 간식 지원 - 연합뉴스"
google_news_rss,036630,google_news_rss,5,1,2,2,2,2,2,11,4,6,"[실적속보]세종텔레콤, 올해 2Q 영업이익 13.8억원... 전년동기比 큰 폭 증가 (연결) - 씽크풀 AI | 특징주, 세종텔레콤-마이데이터 테마 상승세에 23.05% ↑ - 매일경제 마켓 | SIGNAL - 서울경제"
google_news_rss,038680,google_news_rss,5,1,4,2,2,1,1,11,2,6,"에스넷시스템, AI 인프라 누적 수주 1400억…GPU 공급 넘어 운영·에이전틱 AI로 확장 - v.daum.net | 에스넷그룹, 전사 AX 시동…AI로 조직 역량 강화 - 마켓인 | 특징주, 에스넷-네트워크통합 테마 상승세에 18.79% ↑ - 매일경제 마켓"
google_news_rss,045390,google_news_rss,5,1,0,1,1,0,0,5,0,3,"[실적속보]대아티아이, 올해 2Q 매출액 305억(-21%) 영업이익 18억(-45%) (연결) - 씽크풀 AI | [실적속보]대아티아이, 올해 1Q 매출액 286억(-28%) 영업이익 6.2억(-60%) (연결) - 씽크풀 AI | 대아티아이(045390) - 매일경제 마켓"
google_news_rss,084870,google_news_rss,5,1,1,2,2,0,0,6,0,6,"[잠정실적]TBH글로벌, 올해 2Q 매출액 533억(+11%) 영업이익 35.9억(-4.3%) (연결) - 씽크풀 AI | TBH글로벌, 신규 브랜드 '타임아웃' 1차 라인업 확정 - v.daum.net | TBH글로벌, ‘타임아웃’ 카테고리 4개 확정…11월 첫 라인업 - 서울경제"
google_news_rss,086820,google_news_rss,5,1,1,3,2,0,0,6,0,7,"""중국서 첫 시술 성공, 본토 진출 문 열었다"" 이정선 바이오솔루션 대표의 승부수 - v.daum.net | 바이오솔루션 中사업 본격화… ‘카티라이프’ 첫 시술에 11% 껑충 [Why 바이오] - 서울경제 | 인베스팅프로 적정가치가 바이오솔루션 50% 하락을 포착한 방법 - Investing.com 한국어"
google_news_rss,101970,google_news_rss,5,1,4,1,1,0,0,9,0,3,"SIGNAL - 서울경제 | 우양에이치씨(101970) - 매일경제 마켓 | 우양에이치씨, 332억 8천만 원 공급계약→글로벌 시장 입지 강화 - 톱스타뉴스"
google_news_rss,115480,google_news_rss,5,1,3,1,1,0,0,8,0,3,"[실적속보]씨유메디칼, 올해 2Q 매출액 급증 212억원... 전년동기比 71%↑ (연결) - 씽크풀 AI | 씨유메디칼, 상반기 영업익 98억…“하반기 성장 흐름 유지” - 서울경제 | 씨유메디칼, 상반기 영업이익 181%·순이익 929% '서프라이즈'…""하반기에도 지속"" - 네이트"
google_news_rss,179530,google_news_rss,5,1,3,1,1,1,1,10,2,3,"애드바이오텍, 신규 이사진 4명 선임…투자·글로벌·법률·약학 전문성 강화 - v.daum.net | 애드바이오텍, 신규 이사진 선임…경영 전문성 강화 - 마켓인 | [특징주] 애드바이오텍, 사업 확장 기대감에 강세 - 바이오타임즈"
google_news_rss,192820,google_news_rss,5,1,2,1,1,0,0,7,0,3,"코스맥스, 증권사 목표가 상향에 강세…4.98% - 매일경제 마켓 | 코스맥스·현대홈쇼핑, 맞춤형 화장품 공동개발 | - 연합인포맥스 | 코스맥스·현대홈쇼핑, 맞춤형 화장품 공동 개발 - 연합뉴스"
google_news_rss,216080,google_news_rss,5,1,4,1,1,1,1,11,2,3,"[MK 골든크로스 돌파종목 : 제테마(216080) & 삼성화재(000810)] - 매일경제 마켓 | [실적속보]제테마, 3년 중 최고 영업이익 기록, 매출액은 전년동기 대비 -2.4%↓ (연결) - 씽크풀 AI | 저점을 줄때마다 물량 모아둘 기회로 보이며 이후 전망 및 대응전략. - 씽크풀 AI"
google_news_rss,229000,google_news_rss,5,1,1,2,1,0,0,6,0,4,"[MK 골든크로스 돌파종목 : 젠큐릭스(229000) & JTC(950170)] - 매일경제 마켓 | 젠큐릭스, 상반기 매출 51억…전년 比 37% 증가 - v.daum.net | 한미반도체 주가, 7월 6일 장중 229,000원 1.51% 하락 - 톱스타뉴스"
google_news_rss,307870,google_news_rss,5,1,3,2,2,0,0,8,0,6,"리벨리온 IPO '시동'…비투엔, 100억 투자·AI 협력 부각 - 파이낸셜뉴스 | 비투엔, 리벨리온에 100억원 투자…글로벌 AI 실증 협력까지 ""시너지 확대"" - 네이트 | 비투엔, '최대주주 교체' 마무리…더블미디어 225억 투입 - v.daum.net"
google_news_rss,352940,google_news_rss,5,1,4,3,4,0,0,9,0,11,"인바이오, 상반기 매출·영업익 두 자릿수 성장 - v.daum.net | 인바이오, 상반기 농협향 매출 71% 증가…""영업망 확대 효과"" - 마켓인 | 인바이오 이혁재 대표이사, 소유 주식 수량 2316주 증가…소유 지분율 0.02%p 상승 - 디지털투데이"
google_news_rss,368970,google_news_rss,5,1,0,2,2,0,0,5,0,6,"[MK 골든크로스 돌파종목 : 코스모신소재(005070) & 오에스피(368970)] - 매일경제 마켓 | [코스피·코스닥 전 거래일(16일) 주요공시] - 연합뉴스 | 인디고, 고양이 간식 ‘펫 오리진 데일리스틱’ 2종 출시 - 서울경제"
