stock_code,candidate_date,candidate_pool_date,signal_date,prediction_date,candidate_action,prediction_direction,prediction_score,final_price_signal_score,price_candidate_score,price_signal_score_v1,price_score_base,supplementary_score,base_momentum_score,volume_confirmation_score,liquidity_score,volatility_penalty,overextension_penalty,reversal_risk_penalty,news_risk_penalty,attention_noise_penalty,market_regime_penalty,healthy_context_score,final_price_signal_score_v2,score_version,v3_momentum_quality_score,v3_volume_quality_score,v3_liquidity_quality_score,v3_stability_score,v3_overextension_penalty,v3_reversal_penalty,v3_noise_penalty,v3_final_score,final_price_signal_score_v3,experimental_score_version,signal_label,close,return_1d,return_5d,return_20d,ma5,ma20,volume_ratio_20d,volatility_20d,price_source,corp_name,stock_name,event_type,social_attention_label,social_risk_label,news_risk_score,news_negative_keyword_count,news_risk_keyword_count,source_file,candidate_rank,selected_pick,selection_reason,v3_rank,v3_selected_pick,v3_selection_reason
020560,2026-08-27,2026-08-27,2026-08-27,2026-08-27,BUY_CANDIDATE,positive,84.8,84.8,84.8,109.22,109.22,0,77.93,3.6,3,2.74,0.0,0.0,0.0,0.0,0,3,84.8,v2_conservative_ranker,53.0,8.0,6,13.58,0.0,0.0,0.0,80.58,80.58,v3_stability_ranker,strong_price_momentum,7610.0,0.0079,0.1013,0.1409,7264.0,7120.5,1.7207,0.0228,pykrx,,,,,,,,,data/raw/price_020560_20260429_20260827.csv,1,True,Top 20 by conservative v2 price signal score,2,True,Experimental Top 20 by stability-first v3 score
229000,2026-08-27,2026-08-27,2026-08-27,2026-08-27,BUY_CANDIDATE,positive,80.45,80.45,80.45,109.82,109.82,0,79.0,2.91,3,4.94,2.52,0.0,0.0,0.0,0,3,80.45,v2_conservative_ranker,41.03,8.0,6,3.82,10.97,0.0,0.0,47.88,47.88,v3_stability_ranker,strong_price_momentum,1947.0,0.0757,0.1044,0.3907,1834.2,1734.5,1.5829,0.0412,pykrx,,,,,,,,,data/raw/price_229000_20260429_20260827.csv,2,True,Top 20 by conservative v2 price signal score,171,False,Broad evaluation pool candidate
000760,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,73.75,73.75,73.75,104.09,104.09,0,75.75,2.75,3,4.75,0.0,0.0,6.0,0.0,0,3,73.75,v2_conservative_ranker,57.0,8.0,6,11.06,0.0,0.0,9.0,73.06,73.06,v3_stability_ranker,strong_price_momentum,14100.0,-0.0007,0.0475,0.2113,14126.0,13245.0,1.5502,0.0396,pykrx,,,,,,6,2,2,data/raw/price_000760_20260429_20260827.csv,3,True,Top 20 by conservative v2 price signal score,6,True,Experimental Top 20 by stability-first v3 score
003490,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,73.04,73.04,73.04,99.05,99.05,0,74.01,0.0,2,2.96,0.0,0.0,0.0,0.0,0,0,73.04,v2_conservative_ranker,53.0,2.0,1,13.29,1.11,0.0,0.0,68.18,68.18,v3_stability_ranker,strong_price_momentum,28350.0,0.0071,0.1317,0.1431,26920.0,26337.5,0.8664,0.0247,pykrx,,,,,,,,,data/raw/price_003490_20260429_20260827.csv,4,True,Top 20 by conservative v2 price signal score,18,True,Experimental Top 20 by stability-first v3 score
294870,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,70.17,70.17,70.17,91.43,91.43,0,72.75,-2.0,2,2.58,0.0,0.0,0.0,0.0,0,0,70.17,v2_conservative_ranker,57.0,-3.0,1,13.78,0.0,0.0,0.0,68.78,68.78,v3_stability_ranker,strong_price_momentum,23000.0,0.0,0.0575,0.2093,22380.0,21836.0,0.3046,0.0215,pykrx,,,,,,,,,data/raw/price_294870_20260429_20260827.csv,5,True,Top 20 by conservative v2 price signal score,16,True,Experimental Top 20 by stability-first v3 score
055550,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,69.41,69.41,69.41,89.01,89.01,0,71.95,-2.0,2,2.54,0.0,0.0,0.0,0.0,0,0,69.41,v2_conservative_ranker,57.0,-3.0,1,13.82,0.0,0.0,0.0,68.82,68.82,v3_stability_ranker,strong_price_momentum,108500.0,0.0102,0.0732,0.1038,105960.0,104930.0,0.4362,0.0212,pykrx,,,,,,,,,data/raw/price_055550_20260429_20260827.csv,6,True,Top 20 by conservative v2 price signal score,15,True,Experimental Top 20 by stability-first v3 score
130660,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,68.3,68.3,68.3,98.27,98.27,0,71.0,3.38,3,5.74,3.34,0.0,0.0,0.0,0,0,68.3,v2_conservative_ranker,35.42,8.0,6,6.83,14.64,0.45,0.0,41.16,41.16,v3_stability_ranker,price_momentum,13200.0,-0.0053,0.1702,0.4163,11994.0,11419.5,1.6753,0.0478,pykrx,,,,,,,,,data/raw/price_130660_20260429_20260827.csv,7,True,Top 20 by conservative v2 price signal score,219,False,Broad evaluation pool candidate
131100,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,67.94,67.94,67.94,84.2,84.2,0,58.8,7.0,3,0.85,0.0,0.0,0.0,0.0,0,0,67.94,v2_conservative_ranker,43.0,-0.24,4,15.94,0.0,0.0,0.0,62.7,62.7,v3_stability_ranker,price_momentum,2280.0,-0.0087,0.0133,0.0133,2305.0,2263.75,2.4851,0.0071,pykrx,,,,,,,,,data/raw/price_131100_20260429_20260827.csv,8,True,Top 20 by conservative v2 price signal score,43,False,Broad evaluation pool candidate
006220,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,67.5,67.5,67.5,102.45,102.45,0,71.0,0.0,3,2.5,0.0,0.0,4.0,0.0,0,0,67.5,v2_conservative_ranker,57.0,-9.0,4,13.88,0.0,14.0,6.1,45.78,45.78,v3_stability_ranker,price_momentum,9990.0,0.0267,0.0906,0.1893,9532.0,9202.0,6.184,0.0208,pykrx,,,,,,4,2,1,data/raw/price_006220_20260429_20260827.csv,9,True,Top 20 by conservative v2 price signal score,188,False,Broad evaluation pool candidate
134790,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,66.49,66.49,66.49,79.15,79.15,0,61.46,2.73,3,3.7,0.0,0.0,0.0,0.0,0,3,66.49,v2_conservative_ranker,57.0,8.0,6,12.38,0.0,0.0,0.0,83.38,83.38,v3_stability_ranker,price_momentum,19790.0,0.0051,0.0329,0.0334,19760.0,19641.0,1.5455,0.0308,pykrx,,,,,,,,,data/raw/price_134790_20260429_20260827.csv,10,True,Top 20 by conservative v2 price signal score,1,True,Experimental Top 20 by stability-first v3 score
178320,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,66.21,66.21,66.21,84.26,84.26,0,66.22,2.72,3,7.48,1.03,0.23,0.0,0.0,0,3,66.21,v2_conservative_ranker,46.26,8.0,6,3.65,9.14,2.77,0.0,52.01,52.01,v3_stability_ranker,price_momentum,40050.0,0.0766,0.0322,0.3553,38010.0,36450.0,1.5445,0.0623,pykrx,,,,,,,,,data/raw/price_178320_20260429_20260827.csv,11,True,Top 20 by conservative v2 price signal score,114,False,Broad evaluation pool candidate
012630,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,65.55,65.55,65.55,80.91,80.91,0,66.98,0.0,2,3.43,0.0,0.0,0.0,0.0,0,0,65.55,v2_conservative_ranker,49.71,2.0,6,12.71,0.0,0.0,0.0,70.42,70.42,v3_stability_ranker,price_momentum,23000.0,0.0,0.0798,0.2568,21990.0,21761.5,0.9655,0.0286,pykrx,,,,,,,,,data/raw/price_012630_20260429_20260827.csv,12,True,Top 20 by conservative v2 price signal score,10,True,Experimental Top 20 by stability-first v3 score
023760,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,64.36,64.36,64.36,107.14,107.14,0,70.44,0.0,3,1.08,0.0,8.0,0.0,0.0,0,0,64.36,v2_conservative_ranker,57.0,-9.0,4,11.65,0.0,14.0,0.0,49.65,49.65,v3_stability_ranker,strong_price_momentum,1394.0,0.0403,0.0403,0.0403,1350.8,1342.7,20.0,0.009,pykrx,,,,,,,,,data/raw/price_023760_20260429_20260827.csv,13,True,Top 20 by conservative v2 price signal score,150,False,Broad evaluation pool candidate
000500,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,63.95,63.95,63.95,96.18,96.18,0,75.0,0.98,3,8.77,7.95,1.31,0.0,0.0,0,3,63.95,v2_conservative_ranker,39.0,8.0,6,-0.96,19.38,4.5,0.0,28.16,28.16,v3_stability_ranker,strong_price_momentum,181900.0,0.0751,0.1031,0.4861,165660.0,155445.0,1.1959,0.0731,pykrx,,,,,,,,,data/raw/price_000500_20260429_20260827.csv,14,True,Top 20 by conservative v2 price signal score,268,False,Broad evaluation pool candidate
029460,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,63.75,63.75,63.75,100.03,100.03,0,75.0,0.61,3,5.3,10.56,0.0,3.0,0.0,0,4,63.75,v2_conservative_ranker,39.0,8.0,6,3.37,20.43,0.0,4.5,31.44,31.44,v3_stability_ranker,strong_price_momentum,39100.0,0.0771,0.1171,0.5333,36120.0,33177.5,1.1227,0.0442,pykrx,,,,,,3,1,1,data/raw/price_029460_20260429_20260827.csv,15,True,Top 20 by conservative v2 price signal score,257,False,Broad evaluation pool candidate
191410,2026-08-27,2026-08-27,2026-08-27,2026-08-27,WATCHLIST,neutral_positive,63.1,63.1,63.1,86.99,86.99,0,67.0,3.9,3,6.68,7.12,0.0,0.0,0.0,0,3,63.1,v2_conservative_ranker,44.5,8.0,6,1.64,13.89,1.71,0.0,44.54,44.54,v3_stability_ranker,price_momentum,1555.0,0.1293,0.1187,0.2915,1364.2,1369.5,1.7809,0.0557,pykrx,,,,,,,,,data/raw/price_191410_20260429_20260827.csv,16,True,Top 20 by conservative v2 price signal score,192,False,Broad evaluation pool candidate
