source_provider,query,provider_mix,news_count,unique_source_count,positive_keyword_count,negative_keyword_count,risk_keyword_count,rumor_noise_keyword_count,attention_keyword_count,news_attention_score,rumor_noise_score,news_risk_score,top_titles
google_news_rss,003490,google_news_rss,5,1,0,2,2,0,1,5,0,6,"대한·아시아나항공, 서울 양천구 초등·중학생 대상 항공 진로 특강 - 뉴스1 | [장중수급포착] 대한항공, 기관 5일 연속 순매수행진... 주가 +4.18% - 씽크풀 AI | 통합 대한항공-아시아나, 12월 닻 올린다…남은 과제는 - KB Think"
google_news_rss,004780,google_news_rss,5,1,0,3,4,0,0,5,0,11,"대륙제관, 불성실공시법인 미지정…지정유예 조건 부과 - 디지털투데이 | 대림제지, 포장재주 저PER 1위... 5.24배 - buffettlab.co.kr | 대륙제관(004780) - 매일경제 마켓"
google_news_rss,010400,google_news_rss,5,1,2,2,2,0,0,7,0,6,"우진아이엔에스(010400) - 씽크풀 AI | 우진아이엔에스, 오산세교2지구 소방시설공사 220억원 수주 - 디지털투데이 | 우진아이엔에스 수주공시 - 2026~2028년 수용가 인입 열수송관공사 102.9억원 (매출액대비 6.26 %) - 한국경제"
google_news_rss,014970,google_news_rss,5,1,0,2,2,0,0,5,0,6,[MK 골든크로스 돌파종목 : SIMPAC(009160) & 삼륭물산(014970)] - 매일경제 마켓 | 삼륭물산(014970) - 씽크풀 AI | 삼륭물산(014970) - 씽크풀 AI
google_news_rss,016610,google_news_rss,5,1,1,1,1,0,0,6,0,3,"DB증권 ""삼성전기, 제품 가격 인상 본격화"" 목표가 200만원 - 연합뉴스 | DB증권(016610) - 씽크풀 AI | [업앤다운]보험주 ‘상승’…DB손해보험·한화손해보험↑ - NSP통신"
google_news_rss,023760,google_news_rss,5,1,3,1,1,0,0,8,0,3,"한국캐피탈, 임시주총서 2대 1 주식 병합·정관 일부 변경 가결 - 디지털투데이 | 한국캐피탈, 회사채 500억 조달…영업 확대 실탄 채운다 - ibtomato.com | 한국캐피탈, 보통주 1주당 40원 결산 현금배당 결정 - 디지털투데이"
google_news_rss,029460,google_news_rss,5,1,2,1,1,2,2,11,4,3,"케이씨(029460) - 씽크풀 AI | 케이씨, 애프터마켓서 10%대 급등 - 매일경제 마켓 | 케이씨, 최대주주등 보통주식 1211주 증가 - 디지털투데이"
google_news_rss,055550,google_news_rss,5,1,0,2,2,0,0,5,0,6,"신한지주(055550) - 매일경제 마켓 | 28일, 거래소 기관 순매수상위에 전기,전자 업종 7종목 - 씽크풀 AI | 신한금융 출범 25년…총자산 56조→841조 - NSP통신"
google_news_rss,088790,google_news_rss,5,1,0,2,2,2,2,9,4,6,"진도에프앤 - 씽크풀 AI | [급등주] 대동전자, 전일비 12.68%↑...PER 9.33배 - buffettlab.co.kr | 온타이드, 상한가 진입.. +30.00% ↑ - 서울경제"
google_news_rss,107640,google_news_rss,5,1,2,2,2,2,1,11,4,6,"특징주, 한중엔시에스-전력저장장치(ESS) 테마 상승세에 11.38% ↑ - 매일경제 마켓 | [리포트 브리핑]한중엔시에스, '북미 ESS 성장에 대한 온전한 수혜 가능' Not Rated - 삼성증권 - newspim.com | 투신, 코스닥 시장에서 한중엔시에스 20.65억원 순매수 - 씽크풀 AI"
google_news_rss,241840,google_news_rss,5,1,3,2,2,0,0,8,0,6,"에이스토리 수주공시 - 드라마 제작공급 계약 - 씽크풀 AI | [실적속보]에이스토리, 올해 1Q 매출액 67.1억(+432%) 영업이익 -12.1억(적자지속) (연결) - 씽크풀 AI | 에이스토리, 스튜디오드래곤과 드라마 제작 공급 계약 체결 - 디지털투데이"
google_news_rss,277880,google_news_rss,5,1,2,2,2,0,0,7,0,6,"티에스아이 (277880) - 씽크풀 AI | [공시속보] 티에스아이, 보도 관련 해명 공시→추가 공시 가능성 열려 - topstarnews.net | 신상문 사장, 티에스아이 주식 보유 증가 - 디지털투데이"
