stock_code,corp_name,event_type,report_nm,news_count,news_sentiment_score,hype_keyword_count,rumor_keyword_count,retail_keyword_count,positive_catalyst_keyword_count,risk_noise_keyword_count,social_attention_score,rumor_noise_score,risk_noise_score,attention_label,rumor_label,risk_label,source_text_sample
332290,누보,convertible_bond,전환사채(해외전환사채포함)발행후만기전사채취득              ,5.0,6.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"누보 전환사채(해외전환사채포함)발행후만기전사채취득               convertible_bond [기획] 종근당, 고혈압 3상부터 톡신 우울증 임상까지…신약 파이프라인... | 누보, 자사주 20만여주 소각 결정…'주주가치 제고' | 누보, 자사주 20만여주 소각 결정…발행주식의 0.52% 규모"
061970,LB세미콘,paid_in_capital_increase,유상증자최종발행가액확정              ,5.0,-1.0,1,0,0,0,3,6.5,0,9,medium_attention,no_rumor_signal,high_risk_noise,"LB세미콘 유상증자최종발행가액확정               paid_in_capital_increase [52주] 신저가만 517개 ... 지수 하락 반전 | [주요공시] NAVER, 에코프로에이치엔, 한화에어로스페이스, 유바이오로... | 실적보다 수급이 무서웠다… 반도체 장비주 동반 급락"
061970,LB세미콘,paid_in_capital_increase,유상증자최종발행가액확정              ,5.0,-1.0,1,0,0,0,3,6.5,0,9,medium_attention,no_rumor_signal,high_risk_noise,"LB세미콘 유상증자최종발행가액확정               paid_in_capital_increase [52주] 신저가만 517개 ... 지수 하락 반전 | [주요공시] NAVER, 에코프로에이치엔, 한화에어로스페이스, 유바이오로... | 실적보다 수급이 무서웠다… 반도체 장비주 동반 급락"
061970,LB세미콘,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,-1.0,1,0,0,0,3,6.5,0,9,medium_attention,no_rumor_signal,high_risk_noise,"LB세미콘 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase [52주] 신저가만 517개 ... 지수 하락 반전 | [주요공시] NAVER, 에코프로에이치엔, 한화에어로스페이스, 유바이오로... | 실적보다 수급이 무서웠다… 반도체 장비주 동반 급락"
061970,LB세미콘,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,-1.0,1,0,0,0,3,6.5,0,9,medium_attention,no_rumor_signal,high_risk_noise,"LB세미콘 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase [52주] 신저가만 517개 ... 지수 하락 반전 | [주요공시] NAVER, 에코프로에이치엔, 한화에어로스페이스, 유바이오로... | 실적보다 수급이 무서웠다… 반도체 장비주 동반 급락"
330730,스톤브릿지벤처스,investment_decision,투자판단관련주요경영사항              (스톤브릿지 AI글로벌 제1호 및 2호 투자조합 결성),5.0,10.0,0,0,0,1,0,5.5,0,0,low_attention,no_rumor_signal,no_risk_noise,"스톤브릿지벤처스 투자판단관련주요경영사항              (스톤브릿지 AI글로벌 제1호 및 2호 투자조합 결성) investment_decision 동국인베스트먼트, 750억원 규모 '미래성장 벤처펀드 2호' 결성 추진 | 동국인베스트먼트, '동국 미래성장 벤처펀드 2호' 750억원 규모 결성 추... | [속보] 스톤브릿지벤처스, AI 글로벌 투자조합 2개 결성…총 약정액 325..."
475580,에이럭스,supply_contract,단일판매ㆍ공급계약체결              ,5.0,-1.0,0,0,0,2,2,7.5,0,6,medium_attention,no_rumor_signal,risk_noise_detected,"에이럭스 단일판매ㆍ공급계약체결               supply_contract 에이럭스, 국군중앙계약관과 교육용 상용드론 구매(제조) 계약 체결 | [52주] 신저가만 517개 ... 지수 하락 반전 | [52주] 최고가 2개, 최저가 148개 ... 시장 급락세"
141000,비아트론,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,0.0,0,0,0,2,2,7.5,0,6,medium_attention,no_rumor_signal,risk_noise_detected,"비아트론 [기재정정]단일판매ㆍ공급계약체결               supply_contract ""3D D램 시대 열린다…비아트론, 반도체 장비사 리레이팅 기대"" | [52주] 신저가만 517개 ... 지수 하락 반전 | 디스플레이장비및부품 업종 7% 급락… 전방 수요 위축에 매물 폭탄"
403550,쏘카,paid_in_capital_increase,유상증자결정(종속회사의주요경영사항)              ,5.0,6.0,0,0,0,3,1,9.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,"쏘카 유상증자결정(종속회사의주요경영사항)               paid_in_capital_increase [속보] 쏘카, 자율주행 자회사 에이펙스 모빌리티 100억원 유상증자 | 쏘카, 여름 휴가철 맞춤 서비스 강화 … 제주서 자율주행 미래 대비 | [컨콜] [크래프톤] 피지컬 AI 투자 확대…월드모델 개발 본격화"
011330,유니켐,major_shareholder_change,최대주주등소유주식변동신고서              ,5.0,2.0,0,0,0,2,1,7.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,"유니켐 최대주주등소유주식변동신고서               major_shareholder_change [더벨][i-point] 유니켐 최대주주, 유상증자 주금 50억 납입 완료 | 유니켐, 최대주주 50억 유증 납입 완료…“매출 확대·신사업 투자 본격... | “이번엔 15억 횡령”… 유니켐 의혹 터진 KBS 드라마, 과거 잡음 재점화"
