stock_code,corp_name,event_type,report_nm,news_count,news_sentiment_score,hype_keyword_count,rumor_keyword_count,retail_keyword_count,positive_catalyst_keyword_count,risk_noise_keyword_count,social_attention_score,rumor_noise_score,risk_noise_score,attention_label,rumor_label,risk_label,source_text_sample
011000,진원생명과학,disclosure_violation,불성실공시법인지정예고              ,5.0,-6.0,0,0,0,0,2,3.5,0,6,low_attention,no_rumor_signal,risk_noise_detected,"진원생명과학 불성실공시법인지정예고               disclosure_violation 코스피·코스닥 전 거래일(4일) 주요공시는... 진원생명과학, 150억원 유... | 진원생명과학, 공시불이행으로 불성실공시법인 지정 예고 | [속보] 진원생명과학, 150억원 규모 제3자배정 유상증자 결정…최대주주..."
011000,진원생명과학,disclosure_violation,불성실공시법인지정예고              ,5.0,-6.0,0,0,0,0,2,3.5,0,6,low_attention,no_rumor_signal,risk_noise_detected,"진원생명과학 불성실공시법인지정예고               disclosure_violation 코스피·코스닥 전 거래일(4일) 주요공시는... 진원생명과학, 150억원 유... | 진원생명과학, 공시불이행으로 불성실공시법인 지정 예고 | [속보] 진원생명과학, 150억원 규모 제3자배정 유상증자 결정…최대주주..."
031860,디에이치엑스컴퍼니,disclosure_violation,불성실공시법인지정              (공시번복),5.0,-3.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"디에이치엑스컴퍼니 불성실공시법인지정              (공시번복) disclosure_violation [오늘의 증시일정] 카카오뱅크·카카오게임즈·에이피알 등 | 디에이치엑스컴퍼니, 불성실공시법인 지정 결정 | 컴퓨터 주변기기 상장기업 2026년 7월 브랜드평판...우리로, 앱코, 빅솔..."
092040,아미코젠,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,8.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"아미코젠 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase RNA·유전자 가위·CAR-T 기술력 입증… 알지노믹스·툴젠 등 바이오주 ... | 아미코젠, KBIOHealth와 세포배양배지 구매계약 체결 | 아미코젠, 오송첨단의료산업진흥재단과 세포배양배지 구매계약"
223220,로지스몬,lawsuit,소송등의판결ㆍ결정              (신주발행금지가처분),5.0,4.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"로지스몬 소송등의판결ㆍ결정              (신주발행금지가처분) lawsuit [공시] 한국항공우주 등 22개 종목 '공매도 금지', 셀리드 '투자경고' 등... | [오늘의 증시일정] 현대오토에버·삼성물산, 크래프톤 등 | [공시] 아이씨에이치·케이엔알시스템 '투자경고', SGC에너지 '공매도 금..."
223220,로지스몬,lawsuit,소송등의판결ㆍ결정              (신주발행금지가처분),5.0,4.0,0,0,0,1,1,5.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"로지스몬 소송등의판결ㆍ결정              (신주발행금지가처분) lawsuit [공시] 한국항공우주 등 22개 종목 '공매도 금지', 셀리드 '투자경고' 등... | [오늘의 증시일정] 현대오토에버·삼성물산, 크래프톤 등 | [공시] 아이씨에이치·케이엔알시스템 '투자경고', SGC에너지 '공매도 금..."
229640,LS에코에너지,paid_in_capital_increase,유상증자또는주식관련사채등의발행결과(자율공시)              ,5.0,7.0,2,0,0,0,1,9.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,LS에코에너지 유상증자또는주식관련사채등의발행결과(자율공시)               paid_in_capital_increase [오늘의 IR] SK텔레콤ㆍ현대백화점ㆍ한울반도체 등 | 강원 상장사 9곳 5% 이상 상승…메쥬 10.26% 강세 | 신재생에너지 모멘텀 부각... 풍력에너지 테마 전반에 매수 온기 확산
210120,캔버스엔,paid_in_capital_increase,[기재정정]주요사항보고서(유상증자결정),5.0,1.0,0,0,0,0,1,3.5,0,3,low_attention,no_rumor_signal,risk_noise_detected,"캔버스엔 [기재정정]주요사항보고서(유상증자결정) paid_in_capital_increase ‘그래, 이혼하자’ 김지석, 흔들리는 일과 가정 사이에서줄타기 | ‘그래 이혼하자’ 김지석 “이혼 관련 프로그램 많이 봐” | ‘그래, 이혼하자’ 김지석 “연기 위해 이혼 프로그램 많이 찾아봐”"
109740,디에스케이,major_shareholder_change,[기재정정]최대주주변경을수반하는주식양수도계약체결              ,5.0,6.0,0,0,0,4,1,11.5,0,3,medium_attention,no_rumor_signal,risk_noise_detected,디에스케이 [기재정정]최대주주변경을수반하는주식양수도계약체결               major_shareholder_change [디에스케이 M&A] 인수합병 1년째 표류...잔금 656억 또다시 연기 | 차세대 배터리 수주 낭보에 2차전지 장비주 지각변동… 아이비젼웍스 상... | [52주] 신저가만 517개 ... 지수 하락 반전
002990,금호건설,supply_contract,[기재정정]단일판매ㆍ공급계약체결              ,5.0,4.0,0,0,0,2,0,7.5,0,0,medium_attention,no_rumor_signal,no_risk_noise,"금호건설 [기재정정]단일판매ㆍ공급계약체결               supply_contract 8월 5일 개장 전 주요 공시 | [N2 모닝 경제 브리핑-8월 5일] 美 증시, 미·이란 협상 진전에 질주…다... | 태백권 광역상수도 노후관 개량 2.4㎞ 갱생구간 공법 재선정"
